album;song_title;section;lyric_bait;meaning_bait;source
Dark Lane Demo Tapes;Desires (Ft. Future);Chorus: Drake;"I should've put you somewhere where no one could find you (Ayy)
Mansion out in the sticks with nothin' around you
Katy, Texas, Dallas, Texas, you know, a different environment (Ayy)
'Cause you got desires, I know, I know, I know (Ayy)
'Cause you got desires, I know, I know, I know (Ayy)
'Cause you got desires";Drake menyesali bahwa ia tidak menjauhkan pasangannya dari lingkungan yang berpotensi merusak, karena menurutnya keinginan dan ambisi sang pasangan terlalu besar dan dapat membahayakan hubungan mereka. Ia menyiratkan bahwa hidup jauh dari godaan dan dalam ketenangan mungkin bisa menyelamatkan mereka.;genius.com
Dark Lane Demo Tapes;Desires (Ft. Future);Verse 3: Drake;"Ooh, shawty, you tried it
Voice gettin' filled with entitlement
Why would you tell me those lies? And
Why would you make it so bold to my face?
Why are your stories all over the place?
Whole lotta secrets friends don't keep safe
Where did your friends all go? (Woo)
I can't solve your problems
You say your problems never needed solvin'
I was too good to you, should've stayed solid
Nice guys always finish off where they started
Déjà vu, you wanted things and you got 'em
Déjà vu, I wanted smoke and I got it
Déjà vu, déjà
Déjà";Drake mengungkapkan kekecewaannya terhadap seseorang yang dianggapnya tidak jujur dan tidak setia, dengan menyoroti kebohongan, sikap berhak, dan pertemanan yang rusak. Ia merasa sudah terlalu baik dan tersadar bahwa pola hubungan seperti ini hanya membawa siklus yang berulang—perasaan déjà vu atas pengkhianatan dan konflik.;genius.com
Dark Lane Demo Tapes;Desires (Ft. Future);Outro: Mark Robinson & Drake;"Alright, so unfortunately, I'm still here (Hahaha)
But, you know, if you're here, it's still up
In the building
And you just wanna hear some chune, some music
I think, you know, you found the right spot
I'm outside in an AMG
Right outside, TT
You know, shout out my brother Drake, for you know (Too turnt, baby girl, you know me)
Popping this off real quick";"Bagian outro ini menciptakan suasana santai dan kasual, seolah-olah pendengar sedang ikut dalam sesi pribadi bersama Drake dan Mark Robinson; ini mencerminkan gaya mixtape yang bebas, sekaligus menegaskan kehadiran Drake sebagai figur sentral yang terus 'hadir' untuk para penggemarnya, meski dalam bentuk lagu-lagu yang sederhana.";genius.com
Dark Lane Demo Tapes;Time Flies;Chorus;"Yeah, I'm outside in an AMG
Right outside, TT
Too turnt, baby girl, you know me, yeah
Still?with?the dawgs that?I grew beside
All the niggas 'round?me ride or they die
Gotta watch the time 'cause it's?flyin'?right?by
I'm outside in?an AMG, yeah
Right?outside, TT
Too turnt, baby girl, you know me
Who am I? All the niggas 'round me ride or they die
Gotta watch the time 'cause it's flyin' right by
Too turnt, baby girl, you know me";Drake menggambarkan kehidupannya yang mewah namun tetap dikelilingi oleh teman-teman lama yang loyal, sambil menyadari betapa cepat waktu berlalu dalam gaya hidupnya yang intens dan penuh kesibukan.;genius.com
Dark Lane Demo Tapes;Time Flies;Verse 1;"I just caught a shawty off a finsta
Just threw on a hoodie, it's a Crenshaw
Way that I been livin' unconventional
I'm just tryna make it to the end, ya know
Certain things just started gettin' tenser
Think we need to have us an adventure
I could be your man but maybe down the road
Right now I would rather see my heart turn to chrome
Rather see my heart turn crystal
I can't even front like I don't miss ya
Right now I'm just stuck inside the crib on my own
Soon as I free up, I'm 'bout to pop up on your phone like";Drake mencurahkan perasaan kesepian dan keraguannya dalam menjalin hubungan, menggambarkan kehidupan pribadinya yang tidak konvensional dan keinginannya untuk menjaga jarak emosional, meskipun ia masih merindukan seseorang dari masa lalunya.;genius.com
Dark Lane Demo Tapes;Time Flies;Chorus;"I'm outside in an AMG
Right outside, TT
Too turnt, baby girl, you know me, yeah
Who am I? All the niggas 'round me ride or they die
Gotta watch the time 'cause it's flyin' right by
Too turnt, baby girl, you know me
Yeah";"Lirik ""I'm outside in an AMG / Right outside, TT / Too turnt, baby girl, you know me, yeah"" secara langsung mengidentifikasi tema kesuksesan, kekayaan, dan gaya hidup mewah sebagai pusat dari narasi. Kutipan ini adalah sebuah gambaran tentang kemapanan dan kepercayaan diri yang datang dari status sosial yang tinggi, yang disajikan melalui simbol-simbol material.

Lirik ""I'm outside in an AMG"" adalah pernyataan yang paling mencolok. AMG mengacu pada Mercedes-AMG, divisi mobil performa tinggi dari Mercedes-Benz. Ini bukan hanya sekadar menyebutkan mobil, tetapi secara spesifik memilih merek yang dikenal karena kemewahan, kecepatan, dan statusnya. Hal ini langsung menunjukkan bahwa Drake berada di luar, tidak hanya secara fisik, tetapi juga secara sosial, berada di level yang sangat tinggi. Kehadirannya di dalam mobil mewah ini menjadi penanda status yang jelas.

Selanjutnya, ""Right outside, TT"" memperkuat makna ini. TT adalah singkatan dari ""two-tone"" (dua warna), yang sering kali merujuk pada model arloji mewah, khususnya Rolex, yang terbuat dari dua jenis logam, seperti baja dan emas. Jika AMG mewakili kekayaan dan status, TT menambahkan detail yang lebih pribadi dan halus, menunjukkan bahwa kekayaan ini meluas hingga ke aksesoris pribadinya. Ini adalah simbolisme halus yang hanya bisa dipahami oleh mereka yang akrab dengan budaya kemewahan.

Terakhir, lirik ""Too turnt, baby girl, you know me, yeah"" berfungsi untuk menyatukan semua simbol-simbol ini dengan sikap pribadi Drake. Frasa ""too turnt"" adalah slang yang berarti sangat mabuk atau terlalu gembira, sering kali dikaitkan dengan pesta dan gaya hidup hedonistik. Ini menunjukkan bahwa Drake tidak hanya memiliki kekayaan, tetapi juga menikmati gaya hidup yang liar dan penuh kesenangan. Penggunaan frasa ""you know me"" adalah sebuah pernyataan yang penuh keyakinan dan bahkan mungkin arogansi yang halus. Ia tahu bahwa orang yang ia tuju (mungkin mantan pasangan atau seseorang yang mengenalnya di masa lalu) tahu persis siapa dirinya sekarang, sebuah sosok yang sangat sukses, kaya, dan hidup di luar batas.";genius.com
Dark Lane Demo Tapes;Time Flies;Verse 2;"Heart's still on javelin, baby
Too turnt, baby girl, you know me
I was pullin' off 'fore they knew me
Sometimes I wish there was two of me or three of me
When it was you and me
I felt like I love you too much to change you
You believe in angles more than angels
Feel like I've been going through too much to explain to you
But I'm still the same way I was when I came to you
Everything I have, what I had to exchange for you
Everything I've been through, I can't even complain to you
Wish it stayed the same for you, sorry
I'm sorry";Drake mengungkapkan penyesalan dan kelelahan emosional dalam hubungan yang rumit—dia merasa telah memberikan segalanya dan tetap tidak dimengerti, namun tidak bisa menyalahkan pasangannya sepenuhnya karena masih ada cinta yang tersisa.;genius.com
Dark Lane Demo Tapes;Time Flies;Outro;"And-and-and-and—
I'm outside in a—
I'm-I'm-I'm-I'm— (I'm-I'm-I'm-I'm—, I'm-I'm-I'm-I'm—)
I'm outside in a—
I'm-I'm-I'm-I'm— (I'm-I'm-I'm-I'm—, I'm-I'm-I'm-I'm—)
I'm outside in a—
And-and-and-and I'm outside in a—
I'm-I'm-I'm-I'm— (I'm-I'm-I'm-I'm—, I'm-I'm-I'm-I'm—)
I'm outside in a—
Woi-oi, woi-oi-woi-oi-woi-oi-woi-oi-woi-oi";Bait ini lebih menonjolkan kesan kebebasan dan keseruan, di mana Drake menggambarkan dirinya yang berada di luar, mungkin merujuk pada kesenangan yang dirasakannya meskipun ada kebingungan dan ketidakteraturan dalam ekspresi tersebut.;genius.com
Dark Lane Demo Tapes;Landed;Chorus;"If I gotta land, I'ma stick it
Baby, let it go and you gon'?miss?it
Wrote this with?a Cartier pen, do I sound?different? Yeah, yeah
Overseas and back, I was round-trippin'
I've been, uh, I've been, what?";Bait ini menggambarkan rasa percaya diri Drake dalam mencapai tujuannya, di mana ia menekankan bahwa jika ia mengambil langkah besar (mendarat), ia akan melakukannya dengan penuh keyakinan, sambil menyatakan bahwa segala yang telah ia capai, termasuk perjalanan internasional, mencerminkan pencapaian pribadi yang berbeda dan unik.;genius.com
Dark Lane Demo Tapes;Landed;Verse 1;"I've been pop, whippin', wrist is on another rhythm
I was not kiddin', don't know why they playin' with him
I was not finna let them get no top billin'
Man, they really tried to take this shit and run with it
And I bought my dawg a Rollie 'cause he rolled with it, yeah
And I bought that girl a shovel 'cause she gold-diggin', yeah
If he talkin' out his head, then it's off with it, yeah
Boardin' Air Drake, then we takin' off in it, yeah";Bait ini menggambarkan gaya hidup mewah dan penuh keberhasilan Drake, di mana ia menunjukkan bahwa ia tidak ragu dalam memberikan hadiah besar kepada orang terdekatnya, tetapi juga siap untuk bertindak tegas terhadap mereka yang mencoba mengganggu atau meremehkannya. Ia juga menegaskan kesuksesannya yang semakin meningkat, dengan merujuk pada 'Air Drake', pesawat pribadi miliknya.;genius.com
Dark Lane Demo Tapes;Landed;Chorus;"And if I gotta land, I'ma stick it, ayy, yeah
Baby, let it go and you gon' miss it
Wrote this with a Cartier pen, do I sound different?
Yeah, you always said I changed, I'm just now switchin'
Ayy, ayy, what?";Bait ini menggambarkan sikap Drake yang mantap dan percaya diri dalam menghadapi perubahan dalam hidupnya. Ia menegaskan bahwa meskipun orang-orang mengatakan ia berubah, sebenarnya ia hanya menyesuaikan diri dengan kesuksesan dan perjalanan hidupnya yang semakin besar.;genius.com
Dark Lane Demo Tapes;Landed;Verse 2;"Ayy, ayy, I done dosed off
I done got a different number 'cause I'm closed off
Used to hit the bitch and now she wanna... huh
Now she wanna call me like she doesn't know that phone's off, uh, what?
I just met her friend and now her clothes off, yeah
Drop around whoever, bet it goes off, yeah
Patek doin' backflips, showin' off";Bait ini menggambarkan perubahan sikap Drake yang menjadi lebih tertutup dan fokus pada dirinya sendiri. Ia menunjukkan bagaimana hubungan dan interaksi sebelumnya kini terputus atau berubah, dengan wanita yang dulu dekat dengannya kini hanya mencoba menghubunginya setelah ia menjadi lebih sukses, sementara dirinya tetap melanjutkan hidup dengan gaya mewahnya.;genius.com
Dark Lane Demo Tapes;Landed;Chorus;"Yeah, and if I gotta land, I'ma stick it
Baby, let it go and you gon' miss it
Wrote this with a Cartier pen, do I sound different? Yeah, yeah
Overseas and back, I was round-trippin'
I've been, uh, I've been, what?";Dalam bait ini, Drake mengekspresikan sikap percaya diri dan kesuksesan yang telah diraihnya, di mana ia merasa mampu mengatasi segala hal yang datang kepadanya. Ia juga menyiratkan bahwa gaya hidupnya yang mewah dan perjalanannya ke berbagai tempat membuatnya semakin berbeda dari sebelumnya.;genius.com
Dark Lane Demo Tapes;Landed;Verse 3;"I've been pop, whippin,' wrist is on another rhythm
He been block-switchin', don't know how you ride with him
Gotta supermodel, wanna be a down missus
All my niggas, they be on them out-of-town missions
Wasn't hearin' me before, okay, but now listen
Pushin' five Cadillacs like a politician
I be in and out arenas like I'm Scottie Pippen
Yeah, pop, whippin', wrist is goin' thirty with it, ooh, yeah
Put the beat in front of me, I'm dirtyin' it, yeah, what?
Do this shit for real, you niggas dabble in it, yeah
Say you need a minute, I don't have a minute, yeah
And if I gotta land, I'ma—
Stick that motherfucker at the Clearport and park that";Bait ini menggambarkan gaya hidup mewah Drake yang penuh dengan perjalanan, bisnis, dan kesuksesan, sambil juga menunjukkan kepercayaan diri dan prestasi yang telah diraihnya. Ia membandingkan dirinya dengan figur-figur terkenal seperti Scottie Pippen dan politisi, serta menegaskan bahwa ia tidak lagi mendengarkan orang yang tidak memperhatikan sebelumnya.;genius.com
Dark Lane Demo Tapes;D4L by Future, Drake & Young Thug;Chorus: Young Thug & Future;"FBG, YSL, know just what's?brackin',?yeah (Yeah, yeah)
Told?my story, gotta clear it by?your daddy, yeah (Yeah, yeah)
FBG, YSL, what's hannenin'? (What's hannenin'?)
Richard Mille, all this year, nigga, what's hannenin'? (What's hannenin'?)
Louis Vuitton bandana, bro, what hannenin'? (What's hannenin'?)
D4L, Stunna Man, say what's hannenin'? (What's hannenin'?)
Bowen Homes, you know, that shiesty shit (What's hannenin'?)
You go outside, you better back it";Bait ini menggambarkan kehidupan mewah dan jaringan sosial yang luas di dunia rap, dengan penyebutan merek dan koleksi barang mewah seperti Richard Mille dan Louis Vuitton. Lirik ini juga mencerminkan kesetiaan terhadap geng dan orang-orang yang memiliki latar belakang keras, serta pengingat untuk selalu siap menghadapi tantangan.;genius.com
